Ticker,Holding name,% of market value,Sector,Region,Market value,Shares,yticker
CPU,Computershare Ltd,0.0141%,Financials,AU,"US$7,356,243.21","312,457",CPU2.F
1216,Uni-President Enterprises Corp,0.0141%,Consumer Staples,TW,"US$7,341,674.65","3,012,006",1216.HK
1113,CK Asset Holdings Ltd,0.0141%,Real Estate,HK,"US$7,342,139.97","1,431,938",111380.KS
1801,Taisei Corp,0.0141%,Industrials,JP,"US$7,340,147.39","85,800",1801.HK
AC,Accor SA,0.0141%,Consumer Discretionary,FR,"US$7,341,810.38","135,696",XCBEU
DECK,Deckers Outdoor Corp,0.0141%,Consumer Discretionary,US,"US$7,329,553.86","83,262",DECK
EDP,EDP SA,0.0141%,Utilities,PT,"US$7,318,041.70","1,639,539",EDP.LS
INDIGO,InterGlobe Aviation Ltd,0.0141%,Consumer Discretionary,IN,"US$7,321,363.39","110,968",INDIGOPNTS.NS
9101,Nippon Yusen KK,0.0141%,Industrials,JP,"US$7,317,942.97","230,700",9101.T
ZBRA,Zebra Technologies Corp,0.014%,Industrials,US,"US$7,290,321.00","28,844",ZBRA
SRG,Snam SpA,0.014%,Energy,IT,"US$7,262,623.81","1,091,370",SRG
9502,Chubu Electric Power Co Inc,0.014%,Utilities,JP,"US$7,261,364.95","464,400",950250.KQ
3407,Asahi Kasei Corp,0.0139%,Basic Materials,JP,"US$7,249,922.46","867,600",3407.T
EMA,Emera Inc,0.0139%,Utilities,CA,"US$7,212,695.07","148,258",EMA
,Engie SA,0.0138%,Utilities,FR,"US$7,197,264.67","283,178",ENGI.PA
8697,Japan Exchange Group Inc,0.0138%,Financials,JP,"US$7,178,628.32","625,300",8697.T
3231,Wistron Corp,0.0138%,Technology,TW,"US$7,179,852.09","1,559,444",3231.TW
SCG,Scentre Group,0.0138%,Real Estate,AU,"US$7,174,594.35","2,681,426",SJWD.BK
APNT,Asian Paints Ltd,0.0138%,Industrials,IN,"US$7,166,887.68","223,024",ASIANPAINT.BO
267260,HD Hyundai Electric Co Ltd,0.0138%,Industrials,KR,"US$7,160,575.26","13,588",267260.KS
CLX,Clorox Co/The,0.0138%,Consumer Staples,US,"US$7,155,342.60","66,290",CLX
BMRI,Bank Mandiri Persero Tbk PT,0.0137%,Financials,ID,"US$7,137,466.89","24,611,700",BMRI.JK
823,Link REIT,0.0137%,Real Estate,HK,"US$7,132,899.71","1,505,800",8233.T
STO,Santos Ltd,0.0136%,Energy,AU,"US$7,058,555.11","1,671,316",VTI
028260,Samsung C&T Corp,0.0136%,Industrials,KR,"US$7,060,959.44","46,152",028260.KS
OKTA,Okta Inc,0.0135%,Technology,US,"US$7,032,811.17","87,549",OKTA
GRASIM,Grasim Industries Ltd,0.0135%,Industrials,IN,"US$7,017,071.98","229,123",GRASIM.NS
JKHY,Jack Henry & Associates Inc,0.0135%,Industrials,US,"US$7,007,989.20","40,165",JKHY
7532,Pan Pacific International Holdings Corp,0.0135%,Consumer Discretionary,JP,"US$6,997,797.50","1,153,000",7532.T
G1A,GEA Group AG,0.0135%,Industrials,DE,"US$6,999,172.02","103,269",G1AR34.SA
4507,Shionogi & Co Ltd,0.0134%,Health Care,JP,"US$6,960,196.09","405,200",4507.T
ITSA4,Itausa SA,0.0133%,Financials,BR,"US$6,935,772.69","3,005,614",ITSA4.SA
BPAC11,Banco BTG Pactual SA,0.0133%,Financials,BR,"US$6,929,973.05","685,708",BPAC11.SA
6594,NIDEC CORP,0.0133%,Industrials,JP,"US$6,908,622.29","547,532",6594.T
FOXA,Fox Corp,0.0133%,Consumer Discretionary,US,"US$6,901,866.00","105,372",FOXA
LYB,LyondellBasell Industries NV,0.0133%,Basic Materials,US,"US$6,898,624.83","140,817",LYB
IEX,IDEX Corp,0.0132%,Industrials,US,"US$6,883,279.75","39,575",IEX
IAG,Insurance Australia Group Ltd,0.0132%,Financials,AU,"US$6,874,679.20","1,350,888",IAG
2383,Elite Material Co Ltd,0.0132%,Technology,TW,"US$6,851,202.80","141,000",2383.TW
009540,HD Korea Shipbuilding & Offshore Engineering Co Ltd,0.0132%,Industrials,KR,"US$6,853,173.77","24,582",009540.KS
ANTO,Antofagasta PLC,0.0132%,Basic Materials,GB,"US$6,852,783.14","187,524",ANTO.L
IMP,Impala Platinum Holdings Ltd,0.0131%,Basic Materials,ZA,"US$6,825,562.17","545,265",CM.TO
PTT/F,PTT PCL,0.0131%,Energy,TH,"US$6,817,053.89","7,137,400",NVA3.SG
ADCB,Abu Dhabi Commercial Bank PJSC,0.0131%,Financials,AE,"US$6,814,048.57","1,774,963",0P00018DM0
,Air Liquide SA,0.0131%,,FR,"US$6,802,482.19","35,498",AIP.XC
316140,Woori Financial Group Inc,0.0131%,Financials,KR,"US$6,799,320.23","376,626",316140.KS
6383,Daifuku Co Ltd,0.013%,Industrials,JP,"US$6,785,365.59","214,300",6383.T
SUN,Suncorp Group Ltd,0.013%,Financials,AU,"US$6,778,941.48","588,662",SUN
BESI,BE Semiconductor Industries NV,0.013%,Technology,NL,"US$6,770,879.19","44,913",YAPRK.IS
012330,Hyundai Mobis Co Ltd,0.013%,Consumer Discretionary,KR,"US$6,763,479.41","32,138",012330.KS
CARLB,Carlsberg AS,0.013%,Consumer Staples,DK,"US$6,754,883.63","54,366",CARLBC.XC
EPIA,Epiroc AB,0.013%,Industrials,SE,"US$6,749,087.33","314,194",EPIAS.XC
035720,Kakao Corp,0.0129%,Technology,KR,"US$6,731,909.90","168,659",035720.KS
EMIRATES,Emirates NBD Bank PJSC,0.0128%,Financials,AE,"US$6,674,619.22","1,004,708",DU.AE
COH,Cochlear Ltd,0.0128%,Health Care,AU,"US$6,670,441.50","36,449",COHR
8473,SBI Holdings Inc,0.0128%,Financials,JP,"US$6,670,815.76","316,600",8473.TW
SOON,Sonova Holding AG,0.0128%,Health Care,CH,"US$6,663,769.85","26,740",043650.KQ
UDR,UDR Inc,0.0128%,Real Estate,US,"US$6,663,439.62","182,961",UDR
SHOP,Shopify Inc,0.0128%,Technology,US,"US$6,644,795.04","41,886",SHOP
6361,Ebara Corp,0.0128%,Industrials,JP,"US$6,640,871.52","253,500",6361.T
ESLT,Elbit Systems Ltd,0.0127%,Industrials,IL,"US$6,632,608.92","14,152",ESLT
ETE,National Bank of Greece SA,0.0127%,Financials,GR,"US$6,621,053.69","422,600",ETE.AT
207940,Samsung Biologics Co Ltd,0.0127%,Health Care,KR,"US$6,603,271.34","6,043",207940.KS
TSEM,Tower Semiconductor Ltd,0.0126%,Technology,IL,"US$6,573,496.13","61,995",TSEM
JSTL,JSW Steel Ltd,0.0126%,Basic Materials,IN,"US$6,566,819.99","506,236",JSTL.BO
2015,Li Auto Inc,0.0126%,Consumer Discretionary,HK,"US$6,561,842.59","710,047",2015.HK
TECHM,Tech Mahindra Ltd,0.0126%,Technology,IN,"US$6,550,356.15","386,155",603015.SS
2357,Asustek Computer Inc,0.0126%,Technology,TW,"US$6,529,902.82","341,000",2357.TW
9633,Nongfu Spring Co Ltd,0.0125%,Consumer Staples,HK,"US$6,502,561.14","1,037,000",9633.T
AGS,Ageas SA/NV,0.0125%,Financials,BE,"US$6,496,523.32","95,039",AGS.BR
VACN,VAT Group AG,0.0125%,Industrials,CH,"US$6,488,352.70","14,742",VACN.SW
WEGE3,WEG SA,0.0125%,Industrials,BR,"US$6,488,531.40","783,492",WEGE3.SA
FOX,Fox Corp,0.0125%,Consumer Discretionary,US,"US$6,476,531.16","111,166",FOX
SGRO,Segro PLC,0.0124%,Real Estate,GB,"US$6,459,830.93","682,248",SGRO.JK
HEI,HEICO Corp,0.0124%,Industrials,US,"US$6,463,379.45","20,395",HEI
8795,T&D Holdings Inc,0.0124%,Financials,JP,"US$6,435,937.20","296,000",8795.T
SCCO,Southern Copper Corp,0.0124%,Basic Materials,US,"US$6,431,297.26","47,717",SCCO
GFL,GFL Environmental Inc,0.0124%,Utilities,CA,"US$6,428,601.37","140,953",GFL
BLDR,Builders FirstSource Inc,0.0124%,Industrials,US,"US$6,430,554.54","57,298",BLDR
3,Hong Kong & China Gas Co Ltd,0.0124%,Utilities,HK,"US$6,424,601.70","6,908,754",SOXL
BEI,Beiersdorf AG,0.0123%,Consumer Staples,DE,"US$6,421,223.14","59,712",688172.SS
1109,China Resources Land Ltd,0.0123%,Real Estate,HK,"US$6,398,734.38","1,651,790",1109.HK
EUROB,Eurobank Ergasias Services and Holdings SA,0.0122%,Financials,GR,"US$6,345,918.83","1,604,939",EUROBOND.NS
URW,Unibail-Rodamco-Westfield,0.0122%,Real Estate,FR,"US$6,347,025.84","59,692",URW.PA
ACWA,ACWA Power Co,0.0122%,Utilities,SA,"US$6,331,875.67","124,365",2082.SR
373220,LG Energy Solution Ltd,0.0121%,Industrials,KR,"US$6,315,101.49","22,763",373220.KS
ALFA,Alfa Laval AB,0.0121%,Industrials,SE,"US$6,317,275.03","133,684",ALFA.ST
4684,Obic Co Ltd,0.0121%,Technology,JP,"US$6,317,325.22","196,300",4684.T
STN,Stantec Inc,0.0121%,Industrials,CA,"US$6,310,994.12","65,465",STN
JM,Jardine Matheson Holdings Ltd,0.0121%,Industrials,SG,"US$6,304,160.00","96,100",JMD=X
1CO,Covestro AG,0.0121%,Basic Materials,DE,"US$6,298,400.49","87,675",1CON.MI
6920,Lasertec Corp,0.012%,Technology,JP,"US$6,243,998.72","34,700",6920.T
H,Hydro One Ltd,0.012%,Utilities,CA,"US$6,216,104.85","158,304",H
006400,Samsung SDI Co Ltd,0.0119%,Industrials,KR,"US$6,212,591.03","30,506",006400.KS
JHX,James Hardie Industries PLC,0.0119%,Industrials,AU,"US$6,201,604.82","311,378",JHX
1303,Nan Ya Plastics Corp,0.0119%,Basic Materials,TW,"US$6,196,475.70","3,296,210",1303.HK
WCP,Whitecap Resources Inc,0.0119%,Energy,CA,"US$6,180,987.40","737,092",WCP.TO
AKZA,Akzo Nobel NV,0.0118%,Basic Materials,NL,"US$6,160,780.83","94,727",AKZA.AS
METSO,Metso Oyj,0.0118%,Industrials,FI,"US$6,119,402.69","371,851",METSOH.XD
329180,HD Hyundai Heavy Industries Co Ltd,0.0118%,Industrials,KR,"US$6,118,495.22","16,819",329180.KS
COLOB,Coloplast A/S,0.0118%,Health Care,DK,"US$6,120,172.67","67,814",COLOBC.XC
SMIN,Smiths Group PLC,0.0117%,Industrials,GB,"US$6,104,033.45","188,495",SMIN
9021,West Japan Railway Co,0.0117%,Industrials,JP,"US$6,088,533.16","305,700",9021.T
JIOFIN,Jio Financial Services Ltd,0.0117%,Financials,IN,"US$6,075,294.18","1,774,722",JIOFIN.NS
051910,LG Chem Ltd,0.0117%,Industrials,KR,"US$6,058,410.91","23,823",051910.KS
STMN,Straumann Holding AG,0.0117%,Health Care,CH,"US$6,063,202.44","53,149",STMN.CN
ADVANC/F,Advanced Info Service PCL,0.0116%,Telecommunications,TH,"US$6,053,225.66","634,800",AFCG
DPLM,Diploma PLC,0.0116%,Industrials,GB,"US$6,027,295.08","83,237",DPLM.L
8593,Mitsubishi HC Capital Inc,0.0116%,Financials,JP,"US$6,021,220.79","751,990",8593.T
033780,KT&G Corp,0.0116%,Consumer Staples,KR,"US$6,018,959.98","60,837",033780.KS
601318,Ping An Insurance Group Co of China Ltd,0.0115%,Financials,CN,"US$6,006,774.97","719,810",601318.SS
IAG,International Consolidated Airlines Group SA,0.0115%,Consumer Discretionary,GB,"US$6,010,906.47","1,144,722",IAG
2892,First Financial Holding Co Ltd,0.0115%,Financials,TW,"US$5,989,907.92","6,811,350",289220.KQ
MRO,Melrose Industries PLC,0.0115%,Industrials,GB,"US$5,980,092.29","758,534",MROL.XC
ARX,ARC Resources Ltd,0.0115%,Energy,CA,"US$5,983,705.96","333,530",ARX
ADM,Admiral Group PLC,0.0115%,Financials,GB,"US$5,964,545.40","141,915",ADM
6,Power Assets Holdings Ltd,0.0114%,Utilities,HK,"US$5,953,365.83","890,500",6L=F
2880,Hua Nan Financial Holdings Co Ltd,0.0114%,Financials,TW,"US$5,939,198.44","6,329,431",2880.HK
ONGC,Oil & Natural Gas Corp Ltd,0.0114%,Energy,IN,"US$5,934,473.28","2,182,215",ONGC.NS
BEKE,KE Holdings Inc,0.0114%,Real Estate,US,"US$5,908,373.76","342,912",BEKE
IAG,iA Financial Corp Inc,0.0113%,Financials,CA,"US$5,868,063.27","49,560",IAG
CIPLA,Cipla Ltd/India,0.0113%,Health Care,IN,"US$5,863,596.32","342,509",CIPLA.NS
STJ,St James's Place PLC,0.0113%,Financials,GB,"US$5,865,473.97","317,787",STJO
010140,Samsung Heavy Industries Co Ltd,0.0113%,Industrials,KR,"US$5,858,518.48","350,237",010140.KS
EMBJ3,Embraer SA,0.0113%,Industrials,BR,"US$5,855,684.23","372,300",EMBJ3.SA
SY1,Symrise AG,0.0113%,Basic Materials,DE,"US$5,849,941.95","70,558",SY1.VI
ATRL,AtkinsRealis Group Inc,0.0112%,Industrials,CA,"US$5,842,368.72","93,907",ATRL.TO
NEST,Nestle India Ltd,0.0112%,Consumer Staples,IN,"US$5,838,583.88","414,120",NESTE.HE
ORSTED,Orsted AS,0.0112%,Utilities,DK,"US$5,831,217.19","274,419",ORSTED.CO
,L'Oreal SA,0.0112%,,FR,"US$5,819,299.35","13,350",LOR.DU
REG,Regency Centers Corp,0.0112%,Real Estate,US,"US$5,819,607.12","81,782",REG
BKT,Bankinter SA,0.0112%,Financials,ES,"US$5,814,024.51","369,448",BKT
9866,NIO Inc,0.0111%,Consumer Discretionary,HK,"US$5,786,003.45","1,035,099",9866.HK
8601,Daiwa Securities Group Inc,0.0111%,Financials,JP,"US$5,776,929.19","696,400",8601.T
BG,BAWAG Group AG,0.0111%,Financials,AT,"US$5,765,041.78","43,046",BG
SGX,Singapore Exchange Ltd,0.0111%,Financials,SG,"US$5,759,073.47","442,400",S68.SI
7259,Aisin Corp,0.0111%,Consumer Discretionary,JP,"US$5,752,399.87","322,900",7259.T
2360,Chroma ATE Inc,0.011%,Industrials,TW,"US$5,740,959.06","220,000",2360.HK
ALGN,Align Technology Inc,0.011%,Health Care,US,"US$5,735,258.35","38,965",ALGN
3659,Nexon Co Ltd,0.011%,Consumer Discretionary,JP,"US$5,730,756.81","235,400",3659.TWO
6504,Fuji Electric Co Ltd,0.011%,Industrials,JP,"US$5,723,904.90","82,097",6504.T
HELN,Helvetia Holding AG,0.011%,Financials,CH,"US$5,718,769.04","22,034",HELNF
S32,South32 Ltd,0.011%,Basic Materials,AU,"US$5,704,751.31","2,701,528",S32.AX
2301,Lite-On Technology Corp,0.011%,Technology,TW,"US$5,702,732.45","1,125,662",2301.T
CLAR,CapitaLand Ascendas REIT,0.0109%,Real Estate,SG,"US$5,679,152.87","2,617,564",CLAR
SHFL,Shriram Finance Ltd,0.0109%,Financials,IN,"US$5,679,221.80","596,480",SHFL-USD
6841,Yokogawa Electric Corp,0.0109%,Industrials,JP,"US$5,681,379.05","177,600",6841.TWO
TLS,Telstra Group Ltd,0.0109%,Telecommunications,AU,"US$5,659,211.33","1,753,959",TLS
EPIB,Epiroc AB,0.0109%,Industrials,SE,"US$5,653,822.48","293,158",EPIBS.XC
HAR,Harmony Gold Mining Co Ltd,0.0109%,Basic Materials,ZA,"US$5,644,858.39","289,468",HOG
2601,China Pacific Insurance Group Co Ltd,0.0108%,Financials,HK,"US$5,628,968.35","1,419,200",2601.HK
WN,George Weston Ltd,0.0108%,Consumer Staples,CA,"US$5,621,939.59","81,783",WNC
2890,SinoPac Financial Holdings Co Ltd,0.0108%,Financials,TW,"US$5,625,563.69","6,551,329",289080.KQ
DAL,Delta Air Lines Inc,0.0108%,Consumer Discretionary,US,"US$5,608,750.00","87,500",DAL
RIBL,Riyad Bank,0.0108%,Financials,SA,"US$5,602,818.22","814,678",1010.SR
BALN,Baloise Holding AG,0.0108%,Financials,CH,"US$5,604,547.98","21,409",3418.T
HEIO,Heineken Holding NV,0.0108%,Consumer Staples,NL,"US$5,597,971.32","78,368",HEIOA.XC
1378,China Hongqiao Group Ltd,0.0108%,Basic Materials,HK,"US$5,598,765.67","1,412,500",1378.HK
EQTL3,Equatorial Energia SA,0.0108%,Utilities,BR,"US$5,593,292.62","751,662",EQTL3.SA
FDS,FactSet Research Systems Inc,0.0107%,Financials,US,"US$5,584,217.80","20,140",FDS
UU/,United Utilities Group PLC,0.0107%,Utilities,GB,"US$5,551,262.82","338,693",301590.SZ
SGP,Stockland,0.0107%,Real Estate,AU,"US$5,542,660.36","1,403,946",0FB0.IL
OTEX,Open Text Corp,0.0106%,Technology,CA,"US$5,536,513.11","164,042",OTEX
BVI,Bureau Veritas SA,0.0106%,Industrials,FR,"US$5,526,047.72","172,646",BVILY
PSPN,PSP Swiss Property AG,0.0106%,Real Estate,CH,"US$5,523,299.83","31,188",PSPN.SW
PNDORA,Pandora A/S,0.0106%,Consumer Discretionary,DK,"US$5,494,422.31","45,969",PNDORA.CO
009150,Samsung Electro-Mechanics Co Ltd,0.0106%,Technology,KR,"US$5,491,227.69","32,174",009150.KS
SKFB,SKF AB,0.0105%,Basic Materials,SE,"US$5,484,503.83","209,427",SKFB.DU
EFN,Element Fleet Management Corp,0.0105%,Industrials,CA,"US$5,479,450.54","205,174",EFNC-M.TA
PHOE,Phoenix Financial Ltd,0.0105%,Financials,IL,"US$5,459,883.52","135,896",PHOE
9697,Capcom Co Ltd,0.0105%,Consumer Discretionary,JP,"US$5,455,828.90","222,700",9697.T
SPSN,Swiss Prime Site AG,0.0105%,Real Estate,CH,"US$5,454,881.37","36,962",SPSN.SW
4523,Eisai Co Ltd,0.0104%,Health Care,JP,"US$5,435,183.60","173,200",4523.TWO
1339,People's Insurance Co Group of China Ltd/The,0.0104%,Financials,HK,"US$5,434,012.79","6,001,000",1339.HK
X,TMX Group Ltd,0.0104%,Financials,CA,"US$5,433,262.65","147,646",XCBEU
9104,Mitsui OSK Lines Ltd,0.0104%,Industrials,JP,"US$5,419,054.87","190,761",9104.T
CICT,CapitaLand Integrated Commercial Trust,0.0104%,Real Estate,SG,"US$5,406,594.91","2,979,724",688387.SS
TPEIR,Piraeus Financial Holdings SA,0.0103%,Financials,GR,"US$5,378,246.70","655,477",TPEIR.AT
VEDL,Vedanta Ltd,0.0103%,Basic Materials,IN,"US$5,366,555.47","912,595",VEDL.NS
EN,Bouygues SA,0.0103%,Industrials,FR,"US$5,366,638.20","107,490",AMC
ELE,Endesa SA,0.0103%,Utilities,ES,"US$5,361,497.61","147,786",ELE
ABG,Absa Group Ltd,0.0103%,Financials,ZA,"US$5,365,713.56","441,239",ABG
9926,Akeso Inc,0.0103%,Health Care,HK,"US$5,335,516.85","338,000",9926.HK
MAXHEALT,Max Healthcare Institute Ltd,0.0103%,Health Care,IN,"US$5,332,961.74","410,234",MAXHEALTH.BO
GIL,Gildan Activewear Inc,0.0102%,Consumer Discretionary,CA,"US$5,304,660.11","92,218",GIL
CNA,Centrica PLC,0.0102%,Utilities,GB,"US$5,302,864.17","2,333,622",CNA
042660,Hanwha Ocean Co Ltd,0.0102%,Industrials,KR,"US$5,294,745.45","72,233",042660.KS
KOG,Kongsberg Gruppen ASA,0.0101%,Industrials,NO,"US$5,263,496.65","222,055",6779.T
7453,Ryohin Keikaku Co Ltd,0.0101%,Consumer Discretionary,JP,"US$5,260,654.28","264,900",7453.T
HMCL,Hero MotoCorp Ltd,0.0101%,Consumer Discretionary,IN,"US$5,247,194.64","76,014",HMCLF
7202,Isuzu Motors Ltd,0.0101%,Industrials,JP,"US$5,236,757.77","344,300",7202.KL
NWSA,News Corp,0.0101%,Consumer Discretionary,US,"US$5,226,188.16","203,512",NWSA
VOLVA,Volvo AB,0.01%,Industrials,SE,"US$5,216,657.31","173,614",VOLVAS.XD
COAL,Coal India Ltd,0.01%,Energy,IN,"US$5,217,314.78","1,240,664",COAL
LYC,Lynas Rare Earths Ltd,0.01%,Basic Materials,AU,"US$5,209,590.01","548,989",LYC.AX
GAPB,Grupo Aeroportuario del Pacifico SAB de CV,0.01%,Industrials,MX,"US$5,199,805.99","213,500",GAPB.MX
EIM,Eicher Motors Ltd,0.01%,Consumer Discretionary,IN,"US$5,187,562.51","65,785",EIM
6479,MINEBEA MITSUMI Inc,0.01%,Technology,JP,"US$5,187,800.70","255,300",6479.T
CHILE,Banco de Chile,0.01%,Financials,CL,"US$5,181,791.46","27,488,945",SQM
1658,Postal Savings Bank of China Co Ltd,0.0099%,Financials,HK,"US$5,171,791.51","7,321,000",1658.T
992,Lenovo Group Ltd,0.0099%,Technology,HK,"US$5,169,728.73","4,158,000",9927.T
ADANI,Adani Power Ltd,0.0099%,Utilities,IN,"US$5,170,276.60","3,135,591",ADANIGREEN.NS
3665,Bizlink Holding Inc,0.0099%,Technology,TW,"US$5,172,314.16","100,828",3665.TW
EVO,Evolution AB,0.0099%,Consumer Discretionary,SE,"US$5,156,469.46","75,379",EVO
QIA,QIAGEN NV,0.0099%,Health Care,DE,"US$5,152,960.00","107,966",QGEN
ALINMA,Alinma Bank,0.0099%,Financials,SA,"US$5,140,338.22","796,190",4349.SR
ICT,International Container Terminal Services Inc,0.0099%,Industrials,PH,"US$5,139,897.26","555,630",SKY.BK
27,Galaxy Entertainment Group Ltd,0.0099%,Consumer Discretionary,HK,"US$5,137,505.14","994,000",EZJ.L
1179,H World Group Ltd,0.0099%,Consumer Discretionary,HK,"US$5,133,584.62","1,097,420",1179.HK
BAX,Baxter International Inc,0.0099%,Health Care,US,"US$5,130,655.94","273,781",BAX
2883,KGI Financial Holding Co Ltd,0.0099%,Financials,TW,"US$5,124,490.96","10,211,565",2883.T
3402,Toray Industries Inc,0.0098%,Basic Materials,JP,"US$5,113,700.74","786,200",3402.TWO
TRENT,Trent Ltd,0.0098%,Consumer Discretionary,IN,"US$5,112,739.74","107,595",TRENT.BO
BJFIN,Bajaj Finserv Ltd,0.0098%,Financials,IN,"US$5,100,255.70","217,863",BAJAJFINSV.NS
UNI,Unipol Gruppo SpA,0.0098%,Financials,IT,"US$5,096,299.56","222,287",XCBEU
ALQ,ALS Ltd,0.0098%,Industrials,AU,"US$5,069,669.31","346,194",ALQ.MC
IMI,IMI PLC,0.0098%,Industrials,GB,"US$5,072,487.53","157,284",XEF.TO
267,CITIC Ltd,0.0097%,Industrials,HK,"US$5,058,328.20","3,236,000",2678.T
RDOR3,Rede D'Or Sao Luiz SA,0.0097%,Health Care,BR,"US$5,057,703.86","579,548",RDOR3.SA
WTC,WiseTech Global Ltd,0.0097%,Technology,AU,"US$5,043,646.83","105,325",WTC.AX
ARE,Alexandria Real Estate Equities Inc,0.0097%,Real Estate,US,"US$5,039,183.64","93,892",ARE
STE,Singapore Technologies Engineering Ltd,0.0097%,Industrials,SG,"US$5,038,381.65","786,200",STE
Z,Zillow Group Inc,0.0097%,Real Estate,US,"US$5,028,459.90","67,605",Z
ASRNL,ASR Nederland NV,0.0097%,Financials,NL,"US$5,024,317.87","74,437",ASRNLA.XD
064350,Hyundai Rotem Co Ltd,0.0097%,Industrials,KR,"US$5,024,471.63","42,056",064350.KS
SLM,Sanlam Ltd,0.0097%,Financials,ZA,"US$5,027,417.88","938,497",SLM
TRYG,Tryg A/S,0.0096%,Financials,DK,"US$5,001,640.43","201,806",TRYG.CO
ABEV3,Ambev SA,0.0096%,Consumer Staples,BR,"US$4,999,742.35","1,927,462",ABEV3.SA
TRELB,Trelleborg AB,0.0096%,Industrials,SE,"US$4,990,548.56","118,623",TRELBS.XC
HNAL,Hindustan Aeronautics Ltd,0.0096%,Industrials,IN,"US$4,990,482.58","98,271",HAL.NS
MZTF,Mizrahi Tefahot Bank Ltd,0.0096%,Financials,IL,"US$4,980,667.93","71,275",MZTFF
SBILIFE,SBI Life Insurance Co Ltd,0.0096%,Financials,IN,"US$4,977,141.18","226,446",SBILIFE.BO
GBLB,Groupe Bruxelles Lambert NV,0.0096%,Financials,BE,"US$4,972,073.95","57,468",GBLBY
5713,Sumitomo Metal Mining Co Ltd,0.0096%,Basic Materials,JP,"US$4,972,498.56","151,200",5713.T
1093,CSPC Pharmaceutical Group Ltd,0.0095%,Health Care,HK,"US$4,966,548.55","4,888,440",1093.HK
GALP,Galp Energia SGPS SA,0.0095%,Energy,PT,"US$4,966,452.79","246,438",US3640971053.SG
BEAN,Belimo Holding AG,0.0095%,Industrials,CH,"US$4,966,664.80","5,077",003030.SZ
1803,Shimizu Corp,0.0095%,Industrials,JP,"US$4,957,790.45","279,200",1803.HK
6618,JD Health International Inc,0.0095%,Consumer Staples,HK,"US$4,959,062.02","631,903",6618.TWO
CAE,CAE Inc,0.0095%,Industrials,CA,"US$4,959,547.56","180,849",CAE
NVMI,Nova Ltd,0.0095%,Technology,IL,"US$4,954,708.81","15,900",NVMI
7186,Yokohama Financial Group Inc,0.0095%,Financials,JP,"US$4,947,485.20","625,399",7186.KL
1177,Sino Biopharmaceutical Ltd,0.0095%,Health Care,HK,"US$4,946,165.04","5,462,250",117730.KQ
4204,Sekisui Chemical Co Ltd,0.0095%,Consumer Discretionary,JP,"US$4,943,907.08","290,200",4204.T
BCP,Banco Comercial Portugues SA,0.0095%,Financials,PT,"US$4,934,344.05","5,176,198",BCPC
288,WH Group Ltd,0.0095%,Consumer Staples,HK,"US$4,938,668.15","4,723,648",2881.HK
PSON,Pearson PLC,0.0095%,Consumer Discretionary,GB,"US$4,933,812.00","373,259",PSON.L
KNIN,Kuehne + Nagel International AG,0.0095%,Industrials,CH,"US$4,929,806.46","24,571",KNIN.SW
IVN,Ivanhoe Mines Ltd,0.0095%,Basic Materials,CA,"US$4,924,036.56","469,518",IVN.TO
8951,Nippon Building Fund Inc,0.0095%,Real Estate,JP,"US$4,918,624.16","5,141",8951.T
ORK,Orkla ASA,0.0094%,Consumer Staples,NO,"US$4,904,440.10","457,947",ORKLY
RXL,Rexel SA,0.0094%,Industrials,FR,"US$4,904,189.06","128,873",RXL
MKS,Marks & Spencer Group PLC,0.0094%,Consumer Staples,GB,"US$4,908,112.40","1,065,354",MKSI
NHY,Norsk Hydro ASA,0.0094%,Basic Materials,NO,"US$4,899,800.47","684,564",NHY.OL
DIB,Dubai Islamic Bank PJSC,0.0094%,Financials,AE,"US$4,898,330.70","1,961,923",DIB.JO
4062,Ibiden Co Ltd,0.0094%,Technology,JP,"US$4,887,510.41","64,200",4062.T
APHS,Apollo Hospitals Enterprise Ltd,0.0094%,Health Care,IN,"US$4,878,059.32","59,482",APHSX
7701,Shimadzu Corp,0.0094%,Industrials,JP,"US$4,877,611.66","170,700",7701.T
2327,Yageo Corp,0.0094%,Technology,TW,"US$4,870,389.04","650,456",2327.TW
AC*,Arca Continental SAB de CV,0.0094%,Consumer Staples,MX,"US$4,867,618.09","477,600",XCBEU
YMM,Full Truck Alliance Co Ltd,0.0093%,Industrials,US,"US$4,860,830.45","428,267",YMM
SAFCO,SABIC Agri-Nutrients Co,0.0093%,Basic Materials,SA,"US$4,858,936.14","156,464",2020.SR
