This file was downloaded on 13 Jan 2026;;;;;;
;;;;;;
Holdings details;;;;;;
Vanguard FTSE All-World UCITS ETF (USD) Distributing;;;;;;
As at 30 Nov 2025;;;;;;
;;;;;;
Ticker;Holding name;% of market value;Sector;Region;Market value;Shares
TRENT;Trent Ltd;0.0098%;Consumer Discretionary;IN;US$5,112,739.74;107,595
BJFIN;Bajaj Finserv Ltd;0.0098%;Financials;IN;US$5,100,255.70;217,863
UNI;Unipol Gruppo SpA;0.0098%;Financials;IT;US$5,096,299.56;222,287
ALQ;ALS Ltd;0.0098%;Industrials;AU;US$5,069,669.31;346,194
IMI;IMI PLC;0.0098%;Industrials;GB;US$5,072,487.53;157,284
267;CITIC Ltd;0.0097%;Industrials;HK;US$5,058,328.20;3,236,000
RDOR3;Rede D'Or Sao Luiz SA;0.0097%;Health Care;BR;US$5,057,703.86;579,548
WTC;WiseTech Global Ltd;0.0097%;Technology;AU;US$5,043,646.83;105,325
ARE;Alexandria Real Estate Equities Inc;0.0097%;Real Estate;US;US$5,039,183.64;93,892
STE;Singapore Technologies Engineering Ltd;0.0097%;Industrials;SG;US$5,038,381.65;786,200
Z;Zillow Group Inc;0.0097%;Real Estate;US;US$5,028,459.90;67,605
ASRNL;ASR Nederland NV;0.0097%;Financials;NL;US$5,024,317.87;74,437
064350;Hyundai Rotem Co Ltd;0.0097%;Industrials;KR;US$5,024,471.63;42,056
SLM;Sanlam Ltd;0.0097%;Financials;ZA;US$5,027,417.88;938,497
TRYG;Tryg A/S;0.0096%;Financials;DK;US$5,001,640.43;201,806
ABEV3;Ambev SA;0.0096%;Consumer Staples;BR;US$4,999,742.35;1,927,462
TRELB;Trelleborg AB;0.0096%;Industrials;SE;US$4,990,548.56;118,623
HNAL;Hindustan Aeronautics Ltd;0.0096%;Industrials;IN;US$4,990,482.58;98,271
MZTF;Mizrahi Tefahot Bank Ltd;0.0096%;Financials;IL;US$4,980,667.93;71,275
SBILIFE;SBI Life Insurance Co Ltd;0.0096%;Financials;IN;US$4,977,141.18;226,446
GBLB;Groupe Bruxelles Lambert NV;0.0096%;Financials;BE;US$4,972,073.95;57,468
5713;Sumitomo Metal Mining Co Ltd;0.0096%;Basic Materials;JP;US$4,972,498.56;151,200
1093;CSPC Pharmaceutical Group Ltd;0.0095%;Health Care;HK;US$4,966,548.55;4,888,440
GALP;Galp Energia SGPS SA;0.0095%;Energy;PT;US$4,966,452.79;246,438
BEAN;Belimo Holding AG;0.0095%;Industrials;CH;US$4,966,664.80;5,077
1803;Shimizu Corp;0.0095%;Industrials;JP;US$4,957,790.45;279,200
6618;JD Health International Inc;0.0095%;Consumer Staples;HK;US$4,959,062.02;631,903
CAE;CAE Inc;0.0095%;Industrials;CA;US$4,959,547.56;180,849
NVMI;Nova Ltd;0.0095%;Technology;IL;US$4,954,708.81;15,900
7186;Yokohama Financial Group Inc;0.0095%;Financials;JP;US$4,947,485.20;625,399
1177;Sino Biopharmaceutical Ltd;0.0095%;Health Care;HK;US$4,946,165.04;5,462,250
4204;Sekisui Chemical Co Ltd;0.0095%;Consumer Discretionary;JP;US$4,943,907.08;290,200
BCP;Banco Comercial Portugues SA;0.0095%;Financials;PT;US$4,934,344.05;5,176,198
288;WH Group Ltd;0.0095%;Consumer Staples;HK;US$4,938,668.15;4,723,648
PSON;Pearson PLC;0.0095%;Consumer Discretionary;GB;US$4,933,812.00;373,259
KNIN;Kuehne + Nagel International AG;0.0095%;Industrials;CH;US$4,929,806.46;24,571
IVN;Ivanhoe Mines Ltd;0.0095%;Basic Materials;CA;US$4,924,036.56;469,518
ADIB;Abu Dhabi Islamic Bank PJSC;0.0095%;Financials;AE;US$4,929,100.26;909,741
8951;Nippon Building Fund Inc;0.0095%;Real Estate;JP;US$4,918,624.16;5,141
ORK;Orkla ASA;0.0094%;Consumer Staples;NO;US$4,904,440.10;457,947
RXL;Rexel SA;0.0094%;Industrials;FR;US$4,904,189.06;128,873
MKS;Marks & Spencer Group PLC;0.0094%;Consumer Staples;GB;US$4,908,112.40;1,065,354
NHY;Norsk Hydro ASA;0.0094%;Basic Materials;NO;US$4,899,800.47;684,564
DIB;Dubai Islamic Bank PJSC;0.0094%;Financials;AE;US$4,898,330.70;1,961,923
4062;Ibiden Co Ltd;0.0094%;Technology;JP;US$4,887,510.41;64,200
APHS;Apollo Hospitals Enterprise Ltd;0.0094%;Health Care;IN;US$4,878,059.32;59,482
7701;Shimadzu Corp;0.0094%;Industrials;JP;US$4,877,611.66;170,700
2327;Yageo Corp;0.0094%;Technology;TW;US$4,870,389.04;650,456
AC*;Arca Continental SAB de CV;0.0094%;Consumer Staples;MX;US$4,867,618.09;477,600
YMM;Full Truck Alliance Co Ltd;0.0093%;Industrials;US;US$4,860,830.45;428,267
SAFCO;SABIC Agri-Nutrients Co;0.0093%;Basic Materials;SA;US$4,858,936.14;156,464
6690;Haier Smart Home Co Ltd;0.0093%;Consumer Discretionary;HK;US$4,858,797.78;1,423,200
4188;Mitsubishi Chemical Group Corp;0.0093%;Basic Materials;JP;US$4,858,586.29;860,300
032830;Samsung Life Insurance Co Ltd;0.0093%;Financials;KR;US$4,852,897.22;46,677
FME;Fresenius Medical Care AG;0.0093%;Health Care;DE;US$4,835,572.21;101,009
TME;Tencent Music Entertainment Group;0.0093%;Consumer Discretionary;US;US$4,838,770.80;262,264
LUG;Lundin Gold Inc;0.0093%;Basic Materials;CA;US$4,839,970.64;57,291
PZU;Powszechny Zaklad Ubezpieczen SA;0.0093%;Financials;PL;US$4,827,190.01;279,944
TFII;TFI International Inc;0.0093%;Industrials;CA;US$4,823,221.29;55,172
000810;Samsung Fire & Marine Insurance Co Ltd;0.0093%;Financials;KR;US$4,811,889.64;14,697
2057;ZTO Express Cayman Inc;0.0092%;Industrials;HK;US$4,799,996.15;234,300
ABF;Associated British Foods PLC;0.0092%;Consumer Staples;GB;US$4,800,953.06;169,633
ASII;Astra International Tbk PT;0.0092%;Consumer Discretionary;ID;US$4,787,458.12;12,173,300
RED;Redeia Corp SA;0.0092%;Utilities;ES;US$4,788,027.95;268,248
TEL;Telenor ASA;0.0092%;Telecommunications;NO;US$4,784,571.29;331,167
MNG;M&G PLC;0.0092%;Financials;GB;US$4,781,185.46;1,324,685
300;Midea Group Co Ltd;0.0092%;Consumer Discretionary;HK;US$4,782,803.44;420,757
TLKM;Telkom Indonesia Persero Tbk PT;0.0091%;Telecommunications;ID;US$4,753,262.86;22,554,300
FGR;Eiffage SA;0.0091%;Industrials;FR;US$4,744,888.87;34,357
9901;New Oriental Education & Technology Group Inc;0.0091%;Consumer Discretionary;HK;US$4,731,481.71;914,080
BNZL;Bunzl PLC;0.0091%;Industrials;GB;US$4,729,238.49;164,937
HDFCLIFE;HDFC Life Insurance Co Ltd;0.0091%;Financials;IN;US$4,713,389.12;551,617
AGN;Aegon Ltd;0.0091%;Financials;NL;US$4,708,026.56;583,365
TVSL;TVS Motor Co Ltd;0.009%;Consumer Discretionary;IN;US$4,701,783.77;119,089
SVT;Severn Trent PLC;0.009%;Utilities;GB;US$4,697,369.89;125,805
285A;Kioxia Holdings Corp;0.009%;Technology;JP;US$4,695,465.56;77,900
PME;Pro Medicus Ltd;0.009%;Health Care;AU;US$4,694,345.97;26,856
5334;Niterra Co Ltd;0.009%;Consumer Discretionary;JP;US$4,683,168.22;108,300
9005;Tokyu Corp;0.009%;Consumer Discretionary;JP;US$4,684,543.42;401,000
9660;Horizon Robotics;0.009%;Technology;HK;US$4,676,624.54;4,620,600
MAERSKB;AP Moller - Maersk A/S;0.009%;Industrials;DK;US$4,671,451.32;2,335
5019;Idemitsu Kosan Co Ltd;0.009%;Energy;JP;US$4,664,997.31;629,190
TMPV;Tata Motors Passenger Vehicles Limited;0.009%;Consumer Discretionary;IN;US$4,659,272.09;1,168,050
BID;Bid Corp Ltd;0.009%;Consumer Staples;ZA;US$4,656,106.28;195,225
MOH;Molina Healthcare Inc;0.0089%;Health Care;US;US$4,643,354.94;31,319
OMV;OMV AG;0.0089%;Energy;AT;US$4,637,019.60;83,799
7911;TOPPAN Holdings Inc;0.0089%;Industrials;JP;US$4,629,600.77;143,400
9501;Tokyo Electric Power Co Holdings Inc;0.0089%;Utilities;JP;US$4,603,516.18;905,900
SQM/B;Sociedad Quimica y Minera de Chile SA;0.0089%;Basic Materials;CL;US$4,605,819.85;71,305
ORI;Orica Ltd;0.0088%;Basic Materials;AU;US$4,599,039.56;294,164
DSG;Descartes Systems Group Inc/The;0.0088%;Technology;CA;US$4,596,140.14;55,822
KBANK/F;Kasikornbank PCL;0.0088%;Financials;TH;US$4,591,393.07;792,600
TPWR;Tata Power Co Ltd/The;0.0088%;Utilities;IN;US$4,593,761.95;1,053,321
TELIA;Telia Co AB;0.0088%;Telecommunications;SE;US$4,587,496.29;1,141,639
SAP;Saputo Inc;0.0088%;Consumer Staples;CA;US$4,586,866.70;161,432
TEL2B;Tele2 AB;0.0088%;Telecommunications;SE;US$4,590,346.42;288,249
4755;Rakuten Group Inc;0.0088%;Technology;JP;US$4,583,190.32;749,300
CCH;Coca-Cola HBC AG;0.0088%;Consumer Staples;GB;US$4,580,882.27;91,269
GPT;GPT Group/The;0.0088%;Real Estate;AU;US$4,567,701.33;1,254,970
RENT3;Localiza Rent a Car SA;0.0088%;Consumer Discretionary;BR;US$4,549,525.38;537,216
601899;Zijin Mining Group Co Ltd;0.0087%;Basic Materials;CN;US$4,545,178.00;1,124,200
DIVI;Divi's Laboratories Ltd;0.0087%;Health Care;IN;US$4,546,336.62;62,785
002594;BYD Co Ltd;0.0087%;Consumer Discretionary;CN;US$4,527,641.45;336,300
SQN;Swissquote Group Holding SA;0.0087%;Financials;CH;US$4,515,515.79;7,307
ALO;Alstom SA;0.0087%;Industrials;FR;US$4,506,585.15;172,278
CA;Carrefour SA;0.0087%;Consumer Staples;FR;US$4,499,669.37;292,287
LI;Klepierre SA;0.0087%;Real Estate;FR;US$4,497,799.56;115,482
2688;ENN Energy Holdings Ltd;0.0086%;Utilities;HK;US$4,493,609.36;493,100
TMCV;Tata Motors Ltd /new;0.0086%;Industrials;IN;US$4,490,063.56;1,140,980
SHP;Shoprite Holdings Ltd;0.0086%;Consumer Staples;ZA;US$4,485,984.18;279,843
CPALL/F;CP ALL PCL;0.0086%;Consumer Staples;TH;US$4,480,831.65;3,335,500
CAR;CAR Group Ltd;0.0086%;Technology;AU;US$4,467,263.13;195,914
7012;Kawasaki Heavy Industries Ltd;0.0086%;Industrials;JP;US$4,470,805.51;70,600
EDV;Endeavour Mining PLC;0.0086%;Basic Materials;GB;US$4,464,898.24;96,554
2801;Kikkoman Corp;0.0086%;Consumer Staples;JP;US$4,460,903.56;486,800
MOWI;Mowi ASA;0.0086%;Consumer Staples;NO;US$4,456,225.31;196,268
AKRBP;Aker BP ASA;0.0086%;Energy;NO;US$4,457,459.09;183,011
015760;Korea Electric Power Corp;0.0086%;Utilities;KR;US$4,451,888.62;124,708
ALA;AltaGas Ltd;0.0086%;Utilities;CA;US$4,453,356.77;143,975
PEO;Bank Polska Kasa Opieki SA;0.0086%;Financials;PL;US$4,453,425.59;81,194
ALPHA;Alpha Bank SA;0.0085%;Financials;GR;US$4,440,497.88;1,088,845
TEN;Tenaris SA;0.0085%;Energy;IT;US$4,442,582.01;220,253
SPIE;SPIE SA;0.0085%;Industrials;FR;US$4,436,190.97;81,817
5880;Taiwan Cooperative Financial Holding Co Ltd;0.0085%;Financials;TW;US$4,438,378.99;5,840,609
998;China CITIC Bank Corp Ltd;0.0085%;Financials;HK;US$4,439,808.11;4,821,000
CNH;CNH Industrial NV;0.0085%;Industrials;US;US$4,427,215.26;469,482
EEC;Etihad Etisalat Co;0.0084%;Telecommunications;SA;US$4,389,998.64;262,243
1519;J&T Global Express Ltd;0.0084%;Industrials;HK;US$4,392,309.91;3,569,600
TLC;Lottery Corp Ltd/The;0.0084%;Consumer Discretionary;AU;US$4,387,514.19;1,223,094
PSYS;Persistent Systems Ltd;0.0084%;Technology;IN;US$4,383,585.98;61,719
8331;Chiba Bank Ltd/The;0.0084%;Financials;JP;US$4,386,035.89;416,200
KBX;Knorr-Bremse AG;0.0084%;Industrials;DE;US$4,373,123.86;41,227
TATACONS;Tata Consumer Products Ltd;0.0084%;Consumer Staples;IN;US$4,371,109.85;333,491
KGH;KGHM Polska Miedz SA;0.0084%;Basic Materials;PL;US$4,355,487.44;75,001
KKC;Cummins India Ltd;0.0084%;Industrials;IN;US$4,352,028.24;86,906
FORTUM;Fortum Oyj;0.0084%;Utilities;FI;US$4,341,419.22;211,406
SIG;Sigma Healthcare Ltd;0.0084%;Consumer Staples;AU;US$4,342,921.46;2,299,419
SKAB;Skanska AB;0.0083%;Industrials;SE;US$4,336,116.35;168,857
788;China Tower Corp Ltd;0.0083%;Telecommunications;HK;US$4,336,204.46;2,742,482
3003;Hulic Co Ltd;0.0083%;Real Estate;JP;US$4,336,715.24;392,885
600036;China Merchants Bank Co Ltd;0.0083%;Financials;CN;US$4,329,662.82;712,600
SSW;Sibanye Stillwater Ltd;0.0083%;Basic Materials;ZA;US$4,329,527.91;1,327,022
PST;Poste Italiane SpA;0.0083%;Financials;IT;US$4,327,581.17;180,927
3661;Alchip Technologies Ltd;0.0083%;Technology;TW;US$4,317,508.36;41,000
9626;Bilibili Inc;0.0083%;Technology;HK;US$4,319,458.69;162,934
TIT;Telecom Italia SpA/Milano;0.0083%;Telecommunications;IT;US$4,305,636.90;7,652,634
SECUB;Securitas AB;0.0083%;Industrials;SE;US$4,296,877.25;281,438
2313;Shenzhou International Group Holdings Ltd;0.0083%;Consumer Discretionary;HK;US$4,296,620.23;483,058
3993;CMOC Group Ltd;0.0083%;Basic Materials;HK;US$4,290,320.59;2,067,000
WISE;Wise PLC;0.0082%;Industrials;GB;US$4,287,221.19;366,437
ITRK;Intertek Group PLC;0.0082%;Industrials;GB;US$4,282,278.85;69,864
NESTE;Neste Oyj;0.0082%;Energy;FI;US$4,277,894.93;221,520
STERV;Stora Enso Oyj;0.0082%;Basic Materials;FI;US$4,277,943.66;363,883
BRIT;Britannia Industries Ltd;0.0082%;Consumer Staples;IN;US$4,274,855.84;65,408
7272;Yamaha Motor Co Ltd;0.0082%;Consumer Discretionary;JP;US$4,277,294.78;589,900
ERF;Eurofins Scientific SE;0.0082%;Health Care;FR;US$4,273,627.91;62,797
DRRD;Dr Reddy's Laboratories Ltd;0.0082%;Health Care;IN;US$4,264,108.92;302,998
PHNX;Phoenix Group Holdings PLC;0.0082%;Financials;GB;US$4,268,125.94;462,820
SHL;Sonic Healthcare Ltd;0.0082%;Health Care;AU;US$4,255,245.07;278,124
3088;MatsukiyoCocokara & Co;0.0082%;Consumer Staples;JP;US$4,252,124.32;229,600
1530;3SBio Inc;0.0081%;Health Care;HK;US$4,239,950.68;1,056,000
2379;Realtek Semiconductor Corp;0.0081%;Technology;TW;US$4,233,571.13;255,030
HMB;H & M Hennes & Mauritz AB;0.0081%;Consumer Discretionary;SE;US$4,224,494.92;232,600
ADDTB;AddTech AB;0.0081%;Industrials;SE;US$4,215,832.82;122,573
8952;Japan Real Estate Investment Corp;0.0081%;Real Estate;JP;US$4,213,627.68;4,918
ASX;ASX Ltd;0.0081%;Financials;AU;US$4,209,003.62;110,277
SOLS;Solstice Advanced Materials Inc;0.0081%;Basic Materials;US;US$4,208,093.76;88,257
;Air Liquide SA;0.0081%;;FR;US$4,208,195.08;21,960
QUB;Qube Holdings Ltd;0.0081%;Industrials;AU;US$4,210,303.64;1,321,009
BNR;Brenntag SE;0.0081%;Basic Materials;DE;US$4,204,045.59;73,255
3037;Unimicron Technology Corp;0.0081%;Technology;TW;US$4,201,226.70;707,000
MPL;Medibank Pvt Ltd;0.0081%;Financials;AU;US$4,195,660.45;1,346,900
ADE;Adani Enterprises Ltd;0.008%;Industrials;IN;US$4,183,882.45;164,125
BMW3;Bayerische Motoren Werke AG;0.008%;Consumer Discretionary;DE;US$4,176,405.93;44,291
7912;Dai Nippon Printing Co Ltd;0.008%;Industrials;JP;US$4,175,277.15;246,800
CIFC;Cholamandalam Investment and Finance Co Ltd;0.008%;Financials;IN;US$4,157,006.51;214,190
6845;Azbil Corp;0.008%;Industrials;JP;US$4,154,228.13;440,100
UAL;United Airlines Holdings Inc;0.008%;Consumer Discretionary;US;US$4,151,811.20;40,720
SUEL;Suzlon Energy Ltd;0.008%;Energy;IN;US$4,152,374.66;6,876,866
7167;Mebuki Financial Group Inc;0.008%;Financials;JP;US$4,139,411.73;633,600
SABB;Saudi Awwal Bank;0.008%;Financials;SA;US$4,134,820.26;506,583
2059;King Slide Works Co Ltd;0.0079%;Basic Materials;TW;US$4,132,866.02;34,000
8113;Unicharm Corp;0.0079%;Consumer Staples;JP;US$4,127,408.78;703,300
TUPRS;Turkiye Petrol Rafinerileri AS;0.0079%;Energy;TR;US$4,117,145.52;897,878
HDFCAMC;HDFC Asset Management Co Ltd;0.0079%;Financials;IN;US$4,115,817.85;137,729
BJAUT;Bajaj Auto Ltd;0.0079%;Consumer Discretionary;IN;US$4,111,237.11;40,529
ACKB;Ackermans & van Haaren NV;0.0079%;Industrials;BE;US$4,104,073.79;16,045
LNW;Light & Wonder Inc;0.0079%;Consumer Discretionary;AU;US$4,104,100.29;40,903
298040;Hyosung Heavy Industries Corp;0.0079%;Technology;KR;US$4,084,697.24;3,160
SCAB;Svenska Cellulosa AB SCA;0.0078%;Basic Materials;SE;US$4,076,061.94;313,448
034730;SK Inc;0.0078%;Energy;KR;US$4,077,144.12;22,584
KGF;Kingfisher PLC;0.0078%;Consumer Discretionary;GB;US$4,072,098.13;1,005,655
600900;China Yangtze Power Co Ltd;0.0078%;Utilities;CN;US$4,073,242.35;1,029,076
THYAO;Turk Hava Yollari AO;0.0078%;Consumer Discretionary;TR;US$4,074,560.45;634,638
7309;Shimano Inc;0.0078%;Consumer Discretionary;JP;US$4,069,577.06;38,500
COFORGE;Coforge Ltd;0.0078%;Technology;IN;US$4,068,770.76;190,675
601288;Agricultural Bank of China Ltd;0.0078%;Financials;CN;US$4,065,068.22;3,574,100
2611;Guotai Junan Securities Co Ltd;0.0078%;Financials;HK;US$4,046,704.95;2,026,111
PLS;PLS Group Ltd;0.0078%;Basic Materials;AU;US$4,042,769.65;1,522,133
WEIR;Weir Group PLC;0.0078%;Industrials;GB;US$4,035,451.87;109,871
5411;JFE Holdings Inc;0.0078%;Basic Materials;JP;US$4,031,256.01;328,500
2368;Gold Circuit Electronics Ltd;0.0078%;Technology;TW;US$4,033,774.10;200,000
CEZ;CEZ AS;0.0077%;Utilities;CZ;US$4,024,021.91;65,738
6586;Makita Corp;0.0077%;Industrials;JP;US$4,020,936.24;138,300
SOBI;Swedish Orphan Biovitrum AB;0.0077%;Health Care;SE;US$4,019,261.62;111,891
IOCL;Indian Oil Corp Ltd;0.0077%;Energy;IN;US$4,013,617.00;2,219,524
PMAH;Press Metal Aluminium Holdings Bhd;0.0077%;Basic Materials;MY;US$4,011,224.20;2,470,400
ORNBV;Orion Oyj;0.0077%;Health Care;FI;US$4,011,333.37;56,065
BPCL;Bharat Petroleum Corp Ltd;0.0077%;Energy;IN;US$4,012,128.28;999,373
AL;Ashok Leyland Ltd;0.0077%;Industrials;IN;US$4,008,202.13;2,267,415
2413;M3 Inc;0.0077%;Health Care;JP;US$4,004,233.59;242,476
KEY;Keyera Corp;0.0077%;Energy;CA;US$3,989,478.03;123,179
VCX;Vicinity Ltd;0.0077%;Real Estate;AU;US$3,980,607.75;2,467,419
SULAIMAN;Dr Sulaiman Al Habib Medical Services Group Co;0.0077%;Health Care;SA;US$3,981,970.22;61,779
SBRY;J Sainsbury PLC;0.0076%;Consumer Staples;GB;US$3,970,881.48;930,134
MTLN;Metlen Energy & Metals PLC;0.0076%;Utilities;GB;US$3,963,296.52;77,438
AIA;Auckland International Airport Ltd;0.0076%;Industrials;NZ;US$3,948,609.06;859,814
BARN;Barry Callebaut AG;0.0076%;Consumer Staples;CH;US$3,938,176.72;2,457
GET;Getlink SE;0.0076%;Industrials;FR;US$3,936,223.56;217,695
BBAS3;Banco do Brasil SA;0.0076%;Financials;BR;US$3,926,530.73;933,700
BCE;BCE Inc;0.0075%;Telecommunications;CA;US$3,921,495.67;166,062
BSL;BlueScope Steel Ltd;0.0075%;Basic Materials;AU;US$3,917,422.44;246,127
TLX;Talanx AG;0.0075%;Financials;DE;US$3,918,295.27;30,145
IFT;Infratil Ltd;0.0075%;Financials;NZ;US$3,911,258.97;583,843
TLV;Banca Transilvania SA;0.0075%;Financials;RO;US$3,906,582.46;584,090
1928;Sands China Ltd;0.0075%;Consumer Discretionary;HK;US$3,902,568.85;1,433,200
MOTHERSO;Samvardhana Motherson International Ltd;0.0075%;Consumer Discretionary;IN;US$3,899,652.37;2,999,004
HEN;Henkel AG & Co KGaA;0.0075%;Basic Materials;DE;US$3,901,475.76;51,959
8953;Japan Metropolitan Fund Invest;0.0075%;Real Estate;JP;US$3,900,861.90;4,945
SPX;Spirax Group PLC;0.0075%;Industrials;GB;US$3,886,538.08;43,747
PE&OLES*;Industrias Penoles SAB de CV;0.0075%;Basic Materials;MX;US$3,886,568.66;92,155
2002;China Steel Corp;0.0075%;Basic Materials;TW;US$3,877,354.24;6,667,987
5274;ASPEED Technology Inc;0.0074%;Technology;TW;US$3,869,013.86;16,600
HUB;HUB24 Ltd;0.0074%;Financials;AU;US$3,852,633.61;56,651
2875;Toyo Suisan Kaisha Ltd;0.0074%;Consumer Staples;JP;US$3,843,223.33;53,500
DSY;Discovery Ltd;0.0074%;Financials;ZA;US$3,827,075.34;298,598
CHC;Charter Hall Group;0.0074%;Real Estate;AU;US$3,828,591.40;234,837
4911;Shiseido Co Ltd;0.0074%;Consumer Discretionary;JP;US$3,825,727.65;268,800
BEZ;Beazley PLC;0.0073%;Financials;GB;US$3,817,970.36;361,315
BZ;Kanzhun Ltd;0.0073%;Industrials;US;US$3,810,482.00;172,420
688;China Overseas Land & Investment Ltd;0.0073%;Real Estate;HK;US$3,804,897.50;2,229,000
LIFCOB;Lifco AB;0.0073%;Industrials;SE;US$3,797,214.13;103,152
ALDAR;Aldar Properties PJSC;0.0073%;Real Estate;AE;US$3,779,451.13;1,703,234
CON;Continental AG;0.0073%;Consumer Discretionary;DE;US$3,774,231.62;50,389
WPRO;Wipro Ltd;0.0073%;Technology;IN;US$3,779,289.78;1,354,739
ICG;ICG PLC;0.0073%;Financials;GB;US$3,777,948.83;137,345
HSX;Hiscox Ltd;0.0073%;Financials;GB;US$3,773,416.80;212,527
2319;China Mengniu Dairy Co Ltd;0.0072%;Consumer Staples;HK;US$3,765,210.76;1,952,993
066570;LG Electronics Inc;0.0072%;Consumer Discretionary;KR;US$3,753,559.85;64,488
BIMAS;BIM Birlesik Magazalar AS;0.0072%;Consumer Staples;TR;US$3,743,041.37;296,115
GAM;Gamuda Bhd;0.0072%;Industrials;MY;US$3,727,716.88;2,879,400
4004;Resonac Holdings Corp;0.0072%;Basic Materials;JP;US$3,718,711.77;88,922
3653;Jentech Precision Industrial Co Ltd;0.0071%;Technology;TW;US$3,716,844.99;40,156
SYENS;Syensqo SA;0.0071%;Basic Materials;BE;US$3,709,917.91;45,498
3034;Novatek Microelectronics Corp;0.0071%;Technology;TW;US$3,710,705.75;299,000
600030;CITIC Securities Co Ltd;0.0071%;Financials;CN;US$3,706,625.04;949,690
KESKOB;Kesko Oyj;0.0071%;Consumer Staples;FI;US$3,699,535.83;173,719
SCB/F;SCB X PCL;0.0071%;Financials;TH;US$3,699,114.77;916,100
CTC/A;Canadian Tire Corp Ltd;0.0071%;Consumer Discretionary;CA;US$3,682,252.32;30,192
601328;Bank of Communications Co Ltd;0.0071%;Financials;CN;US$3,681,338.17;3,428,616
SIA;Singapore Airlines Ltd;0.007%;Consumer Discretionary;SG;US$3,669,857.85;732,360
ADNOCGAS;Adnoc Gas PLC;0.007%;Energy;AE;US$3,656,916.11;4,120,032
REA;REA Group Ltd;0.007%;Real Estate;AU;US$3,655,449.40;28,452
HWDN;Howden Joinery Group PLC;0.007%;Consumer Discretionary;GB;US$3,648,790.27;327,444
3289;Tokyu Fudosan Holdings Corp;0.007%;Real Estate;JP;US$3,640,933.03;391,300
IHH;IHH Healthcare Bhd;0.007%;Health Care;MY;US$3,636,798.55;1,819,500
DSSA;Dian Swastatika Sentosa Tbk PT;0.007%;Energy;ID;US$3,638,153.41;551,100
LTIM;LTIMindtree Ltd;0.007%;Technology;IN;US$3,629,648.80;53,254
267250;HD Hyundai Co Ltd;0.007%;Energy;KR;US$3,630,570.16;27,172
4612;Nippon Paint Holdings Co Ltd;0.007%;Industrials;JP;US$3,631,399.42;556,660
INDT;Indutrade AB;0.007%;Industrials;SE;US$3,618,749.12;145,735
5831;Shizuoka Financial Group Inc;0.007%;Financials;JP;US$3,621,739.83;249,800
T;TELUS Corp;0.007%;Telecommunications;CA;US$3,621,112.33;275,246
20;SenseTime Group Inc;0.007%;Technology;HK;US$3,618,834.77;13,290,000
BSE;BSE Ltd;0.007%;Financials;IN;US$3,615,041.05;111,410
NED;Nedbank Group Ltd;0.007%;Financials;ZA;US$3,613,780.78;242,099
9843;Nitori Holdings Co Ltd;0.0069%;Consumer Discretionary;JP;US$3,610,169.82;208,500
ELISA;Elisa Oyj;0.0069%;Telecommunications;FI;US$3,612,784.99;82,529
1301;Formosa Plastics Corp;0.0069%;Industrials;TW;US$3,599,961.38;2,712,720
601398;Industrial & Commercial Bank of China Ltd;0.0069%;Financials;CN;US$3,592,219.64;3,131,100
6506;Yaskawa Electric Corp;0.0069%;Industrials;JP;US$3,595,111.18;138,900
IH;Indian Hotels Co Ltd/The;0.0069%;Consumer Discretionary;IN;US$3,588,375.17;431,239
RADL3;Raia Drogasil SA;0.0069%;Consumer Staples;BR;US$3,586,491.50;798,140
BOUBYAN;Boubyan Bank KSCP;0.0069%;Financials;KW;US$3,581,757.13;1,555,050
INDUC;Industrivarden AB;0.0069%;Financials;SE;US$3,584,232.40;85,217
FSV;FirstService Corp;0.0069%;Real Estate;CA;US$3,577,818.96;22,698
601138;Foxconn Industrial Internet Co Ltd;0.0069%;Telecommunications;CN;US$3,575,882.70;416,300
LAND;Land Securities Group PLC;0.0069%;Real Estate;GB;US$3,576,465.89;446,152
FRES;Fresnillo PLC;0.0069%;Basic Materials;GB;US$3,570,914.38;102,317
VIVT3;Telefonica Brasil SA;0.0069%;Telecommunications;BR;US$3,563,688.28;537,440
5706;Mitsui Kinzoku Co Ltd;0.0069%;Basic Materials;JP;US$3,564,857.42;31,200
SOL;Washington H Soul Pattinson & Co Ltd;0.0068%;Energy;AU;US$3,558,567.30;143,477
JBH;JB Hi-Fi Ltd;0.0068%;Consumer Discretionary;AU;US$3,553,165.58;55,185
